,x,y
0,4.53546908194264,0.7618009284135958
1,24.633122252370043,20.10702202885226
2,28.369103570807056,24.137255303604388
3,19.15384661735331,9.478613630597717
4,21.73797214180764,19.467034281984574
5,14.09999325313724,6.868916599821951
6,20.82243252792252,6.246014958915758
7,20.865769225375708,16.68376232623713
8,26.64776171473216,21.93515096225279
9,22.503029583596565,29.282867338364504
10,2.471103064903126,18.860023026965255
11,22.075594402398792,27.068073610324102
12,8.466789375793319,8.17432354266263
13,4.028548974295379,16.216667239928526
14,5.787615532638728,14.38510575570777
15,23.68348252023516,9.462928712894573
16,24.982709056306636,17.241291141229475
17,28.59880824953785,11.895808280662354
18,28.817330647275057,5.284526746307677
19,23.993075706735812,16.443862096716813
20,0.043697918184840034,3.3616439690008306
21,18.816390650163356,23.388013899790835
22,7.184691782131509,26.79532044838428
23,15.795766719505163,29.63969623111774
24,14.70854082547036,2.461758040449702
25,1.6488474842867191,10.903013573163786
26,26.716600549745102,23.407138879885956
27,16.047205177054934,13.573426990620824
28,25.753342202975958,2.376009889584001
29,13.84953713529223,3.7300217375594436
30,21.030040304992635,26.172235351438815
31,13.86764341743492,20.890387806384012
32,10.031173865254367,21.14110284903544
33,19.07013598295562,12.926848870722733
34,11.30944141996319,7.697411116020032
35,10.718253442643661,20.099544441889975
36,17.400545397078798,11.76443077882415
37,17.90272697969513,14.529739405550929
38,18.28739021710378,2.4059782613018044
39,17.814314325825254,23.95900166444065
40,27.610016838303064,29.950657267197887
41,28.29506395763749,27.84800409795699
42,27.650072741007335,17.385165104522343
43,9.129665680826172,15.032478844444766
44,29.125231172845712,12.787449403113825
45,15.01522740812748,3.58879854059807
46,26.020970467666164,23.97840101087767
47,29.077330993626447,17.364658221899642
48,10.815317150583624,2.0316796937727126
49,16.620055574411623,19.10127605908476
